PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-01-23T14:00:00Z,2021-01-23T13:00:00Z,PT60M,13.0,135,2.6,5.8,77,675,240,316,11.8,61.7,0.0,988.3,199,7.0,70,0.1
2021-01-23T15:00:00Z,2021-01-23T14:00:00Z,PT60M,12.4,124,39.0,5.9,82,42,8,90,12.7,64.7,0.0,988.1,199,6.7,79,0.1
2021-01-23T16:00:00Z,2021-01-23T15:00:00Z,PT60M,11.6,115,55.3,6.1,12,2,0,12,13.0,68.9,0.0,987.5,194,6.3,90,0.1
2021-01-23T17:00:00Z,2021-01-23T16:00:00Z,PT60M,11.0,106,51.8,6.2,0,0,0,0,12.5,72.3,0.0,986.9,191,6.8,101,0.1
2021-01-23T18:00:00Z,2021-01-23T17:00:00Z,PT60M,10.9,98,55.5,6.2,0,0,0,0,11.5,72.8,0.0,986.8,196,6.8,113,0.1
2021-01-23T19:00:00Z,2021-01-23T18:00:00Z,PT60M,10.6,90,64.8,5.9,0,0,0,0,11.4,73.0,0.0,987.2,201,6.3,125,0.1
2021-01-23T20:00:00Z,2021-01-23T19:00:00Z,PT60M,10.3,80,57.0,5.9,0,0,0,0,11.5,74.0,0.0,987.7,200,6.3,138,0.1
2021-01-23T21:00:00Z,2021-01-23T20:00:00Z,PT60M,10.3,67,71.7,6.0,0,0,0,0,11.7,74.3,0.0,987.6,197,6.5,149,0.1
2021-01-23T22:00:00Z,2021-01-23T21:00:00Z,PT60M,10.5,43,36.7,6.0,0,0,0,0,11.9,73.9,0.0,987.0,196,6.9,159,0.1
2021-01-23T23:00:00Z,2021-01-23T22:00:00Z,PT60M,10.5,0,6.9,6.0,0,0,0,0,12.2,73.3,0.0,986.5,197,7.3,164,0.1
2021-01-24T00:00:00Z,2021-01-23T23:00:00Z,PT60M,10.6,-43,9.4,5.8,0,0,0,0,12.5,72.3,0.0,986.0,198,6.8,159,0.11
2021-01-24T01:00:00Z,2021-01-24T00:00:00Z,PT60M,10.5,-67,13.6,5.4,0,0,0,0,12.5,70.8,0.0,985.9,197,6.2,149,0.11
2021-01-24T02:00:00Z,2021-01-24T01:00:00Z,PT60M,10.5,-80,13.2,5.2,0,0,0,0,12.3,69.8,0.0,985.9,195,6.4,138,0.11
2021-01-24T03:00:00Z,2021-01-24T02:00:00Z,PT60M,10.6,-90,16.8,5.3,0,0,0,0,11.9,69.7,0.0,985.4,193,6.9,125,0.11
2021-01-24T04:00:00Z,2021-01-24T03:00:00Z,PT60M,10.6,-98,6.7,5.4,0,0,0,0,12.1,70.2,0.0,984.9,195,6.9,113,0.11
2021-01-24T05:00:00Z,2021-01-24T04:00:00Z,PT60M,10.6,-106,2.2,5.6,0,0,0,0,13.1,71.0,0.0,985.0,198,6.4,101,0.11
2021-01-24T06:00:00Z,2021-01-24T05:00:00Z,PT60M,10.8,-114,21.3,6.1,8,0,0,8,13.9,72.6,0.0,985.3,199,5.9,90,0.11
2021-01-24T07:00:00Z,2021-01-24T06:00:00Z,PT60M,11.7,-124,22.0,6.9,82,127,30,113,14.2,72.3,0.0,985.8,198,5.8,79,0.11
2021-01-24T08:00:00Z,2021-01-24T07:00:00Z,PT60M,13.0,-135,5.9,7.5,111,493,180,291,13.9,68.9,0.0,986.3,198,6.0,70,0.11
2021-01-24T09:00:00Z,2021-01-24T08:00:00Z,PT60M,14.1,-148,0.0,7.8,105,728,342,447,13.7,65.7,0.0,986.6,198,5.8,62,0.11
2021-01-24T10:00:00Z,2021-01-24T09:00:00Z,PT60M,14.9,-163,9.9,8.3,187,552,297,485,13.8,64.5,0.0,986.4,198,5.8,57,0.11
2021-01-24T11:00:00Z,2021-01-24T10:00:00Z,PT60M,15.2,-180,15.7,8.8,253,403,231,484,13.8,65.7,0.0,985.8,200,6.0,55,0.11
2021-01-24T12:00:00Z,2021-01-24T11:00:00Z,PT60M,15.2,163,21.2,9.3,289,257,140,429,13.9,67.8,0.0,985.2,201,5.9,57,0.11
2021-01-24T13:00:00Z,2021-01-24T12:00:00Z,PT60M,15.1,148,9.0,9.6,169,524,241,409,14.1,69.5,0.0,984.8,201,5.5,62,0.11
2021-01-24T14:00:00Z,2021-01-24T13:00:00Z,PT60M,14.9,135,6.9,9.8,114,502,180,294,13.9,71.4,0.0,984.7,202,5.0,70,0.11
2021-01-24T15:00:00Z,2021-01-24T14:00:00Z,PT60M,14.3,124,2.3,9.9,62,399,79,141,13.8,74.5,0.0,984.8,197,4.6,79,0.11
2021-01-24T16:00:00Z,2021-01-24T15:00:00Z,PT60M,13.3,115,10.0,9.7,10,53,5,15,13.7,78.8,0.0,985.1,189,4.6,90,0.11
2021-01-24T17:00:00Z,2021-01-24T16:00:00Z,PT60M,12.4,106,28.6,9.5,0,0,0,0,13.8,82.2,0.0,985.3,186,4.8,101,0.11
2021-01-24T18:00:00Z,2021-01-24T17:00:00Z,PT60M,12.2,98,59.1,9.5,0,0,0,0,13.3,83.3,0.0,985.4,188,5.1,113,0.11
2021-01-24T19:00:00Z,2021-01-24T18:00:00Z,PT60M,12.2,90,78.8,9.5,0,0,0,0,12.6,83.8,0.0,985.5,191,5.3,125,0.11
2021-01-24T20:00:00Z,2021-01-24T19:00:00Z,PT60M,12.2,80,97.0,9.6,0,0,0,0,12.2,84.2,0.0,985.6,191,5.6,137,0.11
2021-01-24T21:00:00Z,2021-01-24T20:00:00Z,PT60M,12.3,67,97.0,9.7,0,0,0,0,12.3,83.8,0.0,985.4,191,6.3,149,0.11
2021-01-24T22:00:00Z,2021-01-24T21:00:00Z,PT60M,12.5,43,97.0,9.6,0,0,0,0,12.5,82.6,0.0,984.8,192,7.1,159,0.11
2021-01-24T23:00:00Z,2021-01-24T22:00:00Z,PT60M,12.5,0,97.0,9.3,0,0,0,0,12.9,80.9,0.0,984.0,192,7.5,164,0.11
2021-01-25T00:00:00Z,2021-01-24T23:00:00Z,PT60M,12.6,-42,97.0,8.7,0,0,0,0,13.4,76.8,0.0,983.4,196,8.4,159,0.11
2021-01-25T01:00:00Z,2021-01-25T00:00:00Z,PT60M,12.8,-66,97.0,7.5,0,0,0,0,12.7,70.2,0.0,983.1,195,9.1,149,0.11
2021-01-25T02:00:00Z,2021-01-25T01:00:00Z,PT60M,12.9,-80,96.8,6.9,0,0,0,0,11.9,66.8,0.0,982.8,192,8.7,138,0.11
2021-01-25T03:00:00Z,2021-01-25T02:00:00Z,PT60M,12.8,-90,92.6,6.9,0,0,0,0,12.3,67.1,0.0,982.8,195,8.1,125,0.11
2021-01-25T04:00:00Z,2021-01-25T03:00:00Z,PT60M,12.6,-98,89.5,6.8,0,0,0,0,13.1,67.5,0.0,982.4,195,7.8,113,0.11
2021-01-25T05:00:00Z,2021-01-25T04:00:00Z,PT60M,12.4,-106,82.3,6.9,0,0,0,0,14.4,68.9,0.0,982.3,199,7.5,101,0.11
2021-01-25T06:00:00Z,2021-01-25T05:00:00Z,PT60M,12.4,-114,19.4,7.9,10,0,0,10,15.2,73.9,0.0,982.5,201,7.0,90,0.11
2021-01-25T07:00:00Z,2021-01-25T06:00:00Z,PT60M,13.1,-124,22.9,9.1,94,57,12,106,15.5,76.8,0.0,982.5,198,7.5,79,0.11
2021-01-25T08:00:00Z,2021-01-25T07:00:00Z,PT60M,14.2,-134,8.6,9.6,132,384,144,276,15.0,73.6,0.0,983.0,203,8.0,70,0.11
2021-01-25T09:00:00Z,2021-01-25T08:00:00Z,PT60M,15.0,-148,5.1,9.5,160,546,255,415,14.0,69.4,0.0,983.7,210,7.2,62,0.11
2021-01-25T10:00:00Z,2021-01-25T09:00:00Z,PT60M,15.6,-163,0.1,9.4,106,800,440,546,13.1,66.6,0.0,983.7,211,6.3,57,0.11
2021-01-25T11:00:00Z,2021-01-25T10:00:00Z,PT60M,16.1,-180,0.0,9.4,104,831,479,582,12.3,64.4,0.0,983.1,213,5.5,55,0.11
2021-01-25T12:00:00Z,2021-01-25T11:00:00Z,PT60M,16.5,163,1.0,9.5,110,790,436,546,12.6,63.3,0.0,982.5,218,4.5,57,0.11
2021-01-25T13:00:00Z,2021-01-25T12:00:00Z,PT60M,16.6,148,18.9,9.8,242,268,129,371,13.4,64.4,0.0,982.3,220,3.9,62,0.11
2021-01-25T14:00:00Z,2021-01-25T13:00:00Z,PT60M,16.2,135,13.7,10.1,144,364,126,271,13.3,66.9,0.0,982.7,227,3.8,69,0.11
2021-01-25T15:00:00Z,2021-01-25T14:00:00Z,PT60M,15.4,124,4.3,10.3,73,330,65,138,12.8,71.8,0.0,983.5,238,3.6,79,0.11
2021-01-25T16:00:00Z,2021-01-25T15:00:00Z,PT60M,14.1,114,23.8,10.3,11,52,5,16,12.1,77.7,0.0,984.0,234,3.4,89,0.11
2021-01-25T17:00:00Z,2021-01-25T16:00:00Z,PT60M,13.2,106,58.0,9.9,0,0,0,0,11.3,80.6,0.0,984.2,213,3.6,101,0.11
2021-01-25T18:00:00Z,2021-01-25T17:00:00Z,PT60M,12.9,98,50.8,9.9,0,0,0,0,10.8,81.9,0.0,984.3,201,4.0,113,0.11
2021-01-25T19:00:00Z,2021-01-25T18:00:00Z,PT60M,12.9,90,81.0,10.0,0,0,0,0,10.9,82.6,0.0,984.7,197,3.9,125,0.11
2021-01-25T20:00:00Z,2021-01-25T19:00:00Z,PT60M,12.8,80,86.8,9.8,0,0,0,0,10.9,82.1,0.0,985.2,192,4.1,137,0.11
2021-01-25T21:00:00Z,2021-01-25T20:00:00Z,PT60M,12.7,66,97.0,9.5,0,0,0,0,11.0,80.9,0.0,985.5,192,4.5,149,0.11
2021-01-25T22:00:00Z,2021-01-25T21:00:00Z,PT60M,12.5,43,97.0,9.3,0,0,0,0,10.7,81.2,0.0,985.5,194,4.8,159,0.11
2021-01-25T23:00:00Z,2021-01-25T22:00:00Z,PT60M,12.2,1,97.0,9.3,0,0,0,0,9.8,82.4,0.0,985.1,195,4.9,163,0.1
2021-01-26T00:00:00Z,2021-01-25T23:00:00Z,PT60M,12.1,-42,97.0,9.2,0,0,0,0,9.4,82.1,0.0,984.6,193,4.9,159,0.1
2021-01-26T01:00:00Z,2021-01-26T00:00:00Z,PT60M,12.1,-66,97.0,9.0,0,0,0,0,10.2,81.3,0.0,984.5,193,5.1,149,0.1
2021-01-26T02:00:00Z,2021-01-26T01:00:00Z,PT60M,12.1,-80,97.0,8.9,0,0,0,0,11.6,80.8,0.0,984.4,196,5.0,137,0.1
2021-01-26T03:00:00Z,2021-01-26T02:00:00Z,PT60M,12.0,-89,97.0,8.7,0,0,0,0,12.5,80.6,0.0,984.1,196,5.1,125,0.1
2021-01-26T04:00:00Z,2021-01-26T03:00:00Z,PT60M,11.8,-98,97.0,8.5,0,0,0,0,13.0,80.2,0.0,984.0,194,5.7,113,0.1
2021-01-26T05:00:00Z,2021-01-26T04:00:00Z,PT60M,11.9,-106,97.0,8.4,0,0,0,0,13.4,79.2,0.0,983.9,194,6.2,101,0.1
2021-01-26T06:00:00Z,2021-01-26T05:00:00Z,PT60M,12.2,-114,91.3,8.7,3,0,0,3,13.3,79.0,0.0,983.6,194,6.2,90,0.1
2021-01-26T07:00:00Z,2021-01-26T06:00:00Z,PT60M,12.8,-123,65.4,8.9,51,0,0,51,12.9,77.3,0.0,983.2,193,6.5,79,0.1
2021-01-26T08:00:00Z,2021-01-26T07:00:00Z,PT60M,13.5,-134,65.3,9.0,104,0,0,104,12.9,73.8,0.0,982.9,195,7.3,69,0.1
2021-01-26T09:00:00Z,2021-01-26T08:00:00Z,PT60M,14.2,-147,74.7,9.0,116,0,0,116,13.2,70.8,0.0,982.8,198,7.8,62,0.1
2021-01-26T10:00:00Z,2021-01-26T09:00:00Z,PT60M,14.7,-163,73.2,9.1,141,0,0,141,13.4,69.1,0.0,982.5,199,7.9,56,0.1
2021-01-26T11:00:00Z,2021-01-26T10:00:00Z,PT60M,15.0,-180,85.2,9.4,84,0,0,84,13.3,69.2,0.0,981.7,199,7.8,55,0.1
2021-01-26T12:00:00Z,2021-01-26T11:00:00Z,PT60M,15.3,163,84.4,9.7,84,0,0,84,13.5,68.9,0.0,980.7,197,7.7,56,0.1
2021-01-26T13:00:00Z,2021-01-26T12:00:00Z,PT60M,15.5,148,82.2,9.8,80,0,0,80,14.5,68.9,0.0,979.8,195,7.8,61,0.1
2021-01-26T14:00:00Z,2021-01-26T13:00:00Z,PT60M,15.3,135,66.2,9.9,108,0,0,108,15.3,70.2,0.0,979.4,195,7.7,69,0.1
2021-01-26T15:00:00Z,2021-01-26T14:00:00Z,PT60M,14.9,124,30.1,9.9,74,87,15,89,16.1,72.1,0.0,979.0,191,7.2,79,0.1
2021-01-26T16:00:00Z,2021-01-26T15:00:00Z,PT60M,14.2,114,71.0,9.7,10,1,0,10,17.2,74.7,0.0,978.4,185,7.5,89,0.1
2021-01-26T17:00:00Z,2021-01-26T16:00:00Z,PT60M,13.6,106,65.7,9.6,0,0,0,0,17.6,76.7,0.0,977.9,183,8.2,101,0.1
2021-01-26T18:00:00Z,2021-01-26T17:00:00Z,PT60M,13.4,98,76.7,9.4,0,0,0,0,17.8,77.1,0.0,977.3,182,8.4,113,0.1
2021-01-26T19:00:00Z,2021-01-26T18:00:00Z,PT60M,13.3,89,76.1,9.3,0,0,0,0,18.2,76.6,0.0,976.3,175,8.3,125,0.1
2021-01-26T20:00:00Z,2021-01-26T19:00:00Z,PT60M,13.6,80,92.7,9.2,0,0,0,0,18.4,74.3,0.0,975.4,171,8.3,137,0.1
2021-01-26T21:00:00Z,2021-01-26T20:00:00Z,PT60M,14.0,66,97.0,9.1,0,0,0,0,19.9,72.6,0.0,975.0,186,8.1,149,0.1
2021-01-26T22:00:00Z,2021-01-26T21:00:00Z,PT60M,13.4,42,92.6,9.9,0,0,0,0,21.9,79.2,0.0,974.1,195,9.0,159,0.1
2021-01-26T23:00:00Z,2021-01-26T22:00:00Z,PT60M,13.0,1,95.4,10.9,0,0,0,0,22.5,87.2,0.0,972.6,193,10.0,163,0.1
2021-01-27T00:00:00Z,2021-01-26T23:00:00Z,PT60M,13.2,-41,87.9,11.0,0,0,0,0,21.5,86.5,0.0,971.7,204,9.4,159,0.11
2021-01-27T01:00:00Z,2021-01-27T00:00:00Z,PT60M,12.8,-65,94.4,10.6,0,0,0,0,21.1,86.5,0.0,971.7,232,7.9,149,0.11
2021-01-27T02:00:00Z,2021-01-27T01:00:00Z,PT60M,11.8,-79,95.7,9.9,0,0,0,0,19.4,87.9,0.0,972.1,269,7.4,137,0.11
2021-01-27T03:00:00Z,2021-01-27T02:00:00Z,PT60M,11.2,-89,96.2,8.6,0,0,0,0,16.0,84.1,0.0,972.5,288,8.5,125,0.11
2021-01-27T04:00:00Z,2021-01-27T03:00:00Z,PT60M,10.8,-97,68.7,7.4,0,0,0,0,13.7,79.4,0.0,973.1,286,9.3,113,0.11
2021-01-27T05:00:00Z,2021-01-27T04:00:00Z,PT60M,10.2,-105,32.2,6.2,0,0,0,0,11.7,76.1,0.0,974.0,285,9.9,101,0.11
2021-01-27T06:00:00Z,2021-01-27T05:00:00Z,PT60M,9.7,-114,30.2,5.1,10,0,0,10,10.6,73.0,0.0,975.3,286,10.5,90,0.11
2021-01-27T07:00:00Z,2021-01-27T06:00:00Z,PT60M,9.5,-123,62.7,4.3,60,2,1,60,9.4,69.9,0.0,976.5,286,10.7,79,0.11
2021-01-27T08:00:00Z,2021-01-27T07:00:00Z,PT60M,9.7,-134,22.1,3.5,102,438,157,258,8.6,65.4,0.0,977.6,286,11.1,69,0.11
2021-01-27T09:00:00Z,2021-01-27T08:00:00Z,PT60M,9.9,-147,23.3,2.6,119,522,246,365,8.6,60.3,0.0,978.4,285,11.6,61,0.11
2021-01-27T10:00:00Z,2021-01-27T09:00:00Z,PT60M,10.1,-163,10.7,1.9,122,691,388,510,8.6,56.6,0.0,978.7,283,11.9,56,0.11
2021-01-27T11:00:00Z,2021-01-27T10:00:00Z,PT60M,10.2,-180,0.8,1.5,120,811,473,593,8.4,54.7,0.0,978.7,282,12.5,54,0.11
2021-01-27T12:00:00Z,2021-01-27T11:00:00Z,PT60M,10.2,163,0.0,1.5,110,818,457,567,8.1,54.6,0.0,978.3,281,12.8,56,0.11
2021-01-27T13:00:00Z,2021-01-27T12:00:00Z,PT60M,10.1,148,0.0,1.5,111,743,359,471,7.9,54.8,0.0,978.4,282,13.0,61,0.11
2021-01-27T14:00:00Z,2021-01-27T13:00:00Z,PT60M,9.8,134,12.0,1.2,151,359,139,290,7.8,54.8,0.0,979.1,282,13.0,69,0.11
2021-01-27T15:00:00Z,2021-01-27T14:00:00Z,PT60M,9.3,123,3.1,1.1,77,334,67,144,7.8,56.3,0.0,979.5,283,11.9,78,0.11
2021-01-27T16:00:00Z,2021-01-27T15:00:00Z,PT60M,8.6,114,13.9,0.7,11,38,4,15,7.8,57.7,0.0,979.6,284,10.7,89,0.11
2021-01-27T17:00:00Z,2021-01-27T16:00:00Z,PT60M,8.1,106,9.9,0.4,0,0,0,0,7.9,58.2,0.0,980.1,287,10.2,101,0.11
2021-01-27T18:00:00Z,2021-01-27T17:00:00Z,PT60M,7.9,98,26.7,0.5,0,0,0,0,7.7,59.6,0.0,980.7,290,9.9,112,0.11
2021-01-27T19:00:00Z,2021-01-27T18:00:00Z,PT60M,7.8,89,45.7,0.6,0,0,0,0,7.3,60.1,0.0,981.2,290,9.3,125,0.11
2021-01-27T20:00:00Z,2021-01-27T19:00:00Z,PT60M,7.6,79,12.2,0.3,0,0,0,0,7.5,59.6,0.0,981.9,287,8.5,137,0.11
2021-01-27T21:00:00Z,2021-01-27T20:00:00Z,PT60M,7.3,66,5.0,0.2,0,0,0,0,7.7,60.7,0.0,982.2,284,7.7,148,0.11
2021-01-27T22:00:00Z,2021-01-27T21:00:00Z,PT60M,7.0,42,18.5,0.4,0,0,0,0,8.1,63.1,0.0,982.3,282,6.9,158,0.11
2021-01-27T23:00:00Z,2021-01-27T22:00:00Z,PT60M,6.7,1,44.2,0.7,0,0,0,0,8.6,65.8,0.0,982.5,280,6.5,163,0.11
2021-01-28T00:00:00Z,2021-01-27T23:00:00Z,PT60M,6.7,-41,49.3,1.3,0,0,0,0,9.5,68.4,0.0,982.4,276,6.2,159,0.1
2021-01-28T01:00:00Z,2021-01-28T00:00:00Z,PT60M,7.0,-65,67.2,1.8,0,0,0,0,10.2,69.7,0.0,982.3,277,5.8,149,0.1
2021-01-28T02:00:00Z,2021-01-28T01:00:00Z,PT60M,7.0,-79,76.9,2.0,0,0,0,0,10.5,70.4,0.0,982.3,283,5.3,137,0.1
2021-01-28T03:00:00Z,2021-01-28T02:00:00Z,PT60M,7.0,-89,80.9,2.4,0,0,0,0,11.0,72.5,0.0,982.4,285,5.1,125,0.1
2021-01-28T04:00:00Z,2021-01-28T03:00:00Z,PT60M,7.1,-97,75.5,2.9,0,0,0,0,11.2,74.7,0.0,982.5,282,4.5,113,0.1
2021-01-28T05:00:00Z,2021-01-28T04:00:00Z,PT60M,7.0,-105,86.9,2.9,0,0,0,0,11.1,75.1,0.0,982.7,279,3.9,101,0.1
2021-01-28T06:00:00Z,2021-01-28T05:00:00Z,PT60M,7.0,-114,82.5,2.9,5,0,0,5,11.0,74.8,0.0,983.0,277,3.6,89,0.1
2021-01-28T07:00:00Z,2021-01-28T06:00:00Z,PT60M,7.8,-123,61.6,2.9,61,0,0,61,11.2,71.6,0.0,983.3,271,3.3,79,0.1
2021-01-28T08:00:00Z,2021-01-28T07:00:00Z,PT60M,8.6,-134,67.7,2.8,107,0,0,107,11.6,66.8,0.0,983.7,266,3.7,69,0.1
2021-01-28T09:00:00Z,2021-01-28T08:00:00Z,PT60M,9.0,-147,82.9,3.0,81,0,0,81,11.9,66.3,0.0,983.8,266,4.1,61,0.1
2021-01-28T10:00:00Z,2021-01-28T09:00:00Z,PT60M,9.1,-162,78.2,3.3,125,0,0,125,12.0,67.0,0.0,983.5,273,3.5,56,0.1
2021-01-28T11:00:00Z,2021-01-28T10:00:00Z,PT60M,9.2,-180,56.0,2.9,266,2,1,267,11.8,64.8,0.0,983.0,282,3.6,54,0.1
2021-01-28T12:00:00Z,2021-01-28T11:00:00Z,PT60M,9.6,163,31.3,2.5,340,101,56,396,11.4,61.2,0.0,982.5,292,4.4,56,0.1
2021-01-28T13:00:00Z,2021-01-28T12:00:00Z,PT60M,9.9,148,39.5,2.3,262,69,32,294,10.8,58.9,0.0,982.4,304,5.3,61,0.1
2021-01-28T14:00:00Z,2021-01-28T13:00:00Z,PT60M,10.0,134,34.7,2.2,199,78,29,229,9.9,58.3,0.0,982.7,312,6.2,69,0.1
2021-01-28T15:00:00Z,2021-01-28T14:00:00Z,PT60M,9.6,123,28.6,2.1,116,48,7,123,8.8,59.7,0.0,982.7,325,6.5,78,0.1
2021-01-28T16:00:00Z,2021-01-28T15:00:00Z,PT60M,8.6,114,14.1,1.8,11,119,12,23,8.0,62.3,0.0,982.8,337,6.5,89,0.1
2021-01-28T17:00:00Z,2021-01-28T16:00:00Z,PT60M,7.7,105,11.0,1.2,0,0,0,0,7.3,63.4,0.0,983.3,344,6.3,100,0.1
2021-01-28T18:00:00Z,2021-01-28T17:00:00Z,PT60M,7.3,97,35.4,-0.0,0,0,0,0,6.2,59.7,0.0,984.0,346,5.7,112,0.1
2021-01-28T19:00:00Z,2021-01-28T18:00:00Z,PT60M,6.9,89,0.2,-1.3,0,0,0,0,5.7,55.8,0.0,984.8,343,5.1,124,0.1
2021-01-28T20:00:00Z,2021-01-28T19:00:00Z,PT60M,6.6,79,27.7,-1.8,0,0,0,0,5.9,55.1,0.0,985.5,337,4.3,137,0.1
2021-01-28T21:00:00Z,2021-01-28T20:00:00Z,PT60M,6.3,65,17.5,-1.9,0,0,0,0,6.1,55.9,0.0,985.9,324,3.7,148,0.1
2021-01-28T22:00:00Z,2021-01-28T21:00:00Z,PT60M,6.1,42,1.9,-1.8,0,0,0,0,6.2,57.1,0.0,986.1,311,3.4,158,0.1
2021-01-28T23:00:00Z,2021-01-28T22:00:00Z,PT60M,5.9,1,1.9,-1.6,0,0,0,0,6.1,58.4,0.0,986.1,300,2.9,163,0.1
2021-01-29T00:00:00Z,2021-01-28T23:00:00Z,PT60M,5.9,-40,0.0,-1.2,0,0,0,0,6.1,60.3,0.0,986.0,294,2.4,158,0.1
2021-01-29T01:00:00Z,2021-01-29T00:00:00Z,PT60M,6.0,-64,2.6,-0.9,0,0,0,0,6.3,61.5,0.0,986.0,285,2.0,149,0.1
2021-01-29T02:00:00Z,2021-01-29T01:00:00Z,PT60M,5.9,-79,14.5,-0.8,0,0,0,0,6.6,62.1,0.0,986.1,262,1.9,137,0.1
2021-01-29T03:00:00Z,2021-01-29T02:00:00Z,PT60M,5.9,-89,16.8,-0.6,0,0,0,0,7.3,63.3,0.0,986.2,248,2.5,125,0.1
2021-01-29T04:00:00Z,2021-01-29T03:00:00Z,PT60M,6.1,-97,4.4,0.2,0,0,0,0,8.7,66.0,0.0,986.2,253,3.7,113,0.1
2021-01-29T05:00:00Z,2021-01-29T04:00:00Z,PT60M,6.6,-105,29.6,1.5,0,0,0,0,10.4,69.7,0.0,985.9,265,4.3,101,0.1
2021-01-29T06:00:00Z,2021-01-29T05:00:00Z,PT60M,7.6,-113,44.5,2.8,9,0,0,9,11.8,71.5,0.0,985.8,266,4.0,89,0.1
2021-01-29T07:00:00Z,2021-01-29T06:00:00Z,PT60M,8.9,-123,53.3,3.9,84,0,0,84,12.3,71.1,0.0,986.1,257,4.0,78,0.1
2021-01-29T08:00:00Z,2021-01-29T07:00:00Z,PT60M,10.0,-134,33.2,4.2,171,156,62,234,12.3,67.3,0.0,986.5,251,3.9,69,0.1
2021-01-29T09:00:00Z,2021-01-29T08:00:00Z,PT60M,11.2,-147,24.1,4.2,239,270,125,364,13.2,62.1,0.0,987.0,256,3.7,61,0.1
2021-01-29T10:00:00Z,2021-01-29T09:00:00Z,PT60M,12.0,-162,5.3,4.5,121,749,425,546,14.1,59.9,0.0,986.9,264,3.4,56,0.1
2021-01-29T11:00:00Z,2021-01-29T10:00:00Z,PT60M,12.5,-180,12.1,4.6,209,554,327,535,13.4,58.5,0.0,986.2,258,2.6,54,0.1
2021-01-29T12:00:00Z,2021-01-29T11:00:00Z,PT60M,13.0,163,1.1,4.5,90,860,486,576,12.3,56.2,0.0,985.4,252,2.1,56,0.1
2021-01-29T13:00:00Z,2021-01-29T12:00:00Z,PT60M,13.4,148,0.0,4.9,73,854,419,492,12.0,56.4,0.0,985.0,251,2.3,61,0.1
2021-01-29T14:00:00Z,2021-01-29T13:00:00Z,PT60M,13.3,134,4.4,5.6,95,648,237,332,12.4,59.9,0.0,984.9,246,2.6,68,0.1
2021-01-29T15:00:00Z,2021-01-29T14:00:00Z,PT60M,12.6,123,0.0,6.1,50,561,123,172,13.0,64.6,0.0,984.7,225,2.4,78,0.1
2021-01-29T16:00:00Z,2021-01-29T15:00:00Z,PT60M,11.4,114,70.4,6.4,8,66,7,16,13.4,71.1,0.0,984.3,191,3.3,89,0.1
2021-01-29T17:00:00Z,2021-01-29T16:00:00Z,PT60M,10.6,105,96.9,7.1,0,0,0,0,14.2,78.6,0.0,983.9,181,4.8,100,0.1
2021-01-29T18:00:00Z,2021-01-29T17:00:00Z,PT60M,10.6,97,93.7,7.9,0,0,0,0,15.4,83.6,0.0,983.7,184,5.6,112,0.1
2021-01-29T19:00:00Z,2021-01-29T18:00:00Z,PT60M,10.8,89,59.7,8.6,0,0,0,0,16.3,86.4,0.0,983.5,189,5.6,124,0.1
2021-01-29T20:00:00Z,2021-01-29T19:00:00Z,PT60M,11.2,79,21.7,9.3,0,0,0,0,16.7,88.2,0.0,983.2,188,5.4,136,0.1
2021-01-29T21:00:00Z,2021-01-29T20:00:00Z,PT60M,11.6,65,6.6,9.8,0,0,0,0,16.9,88.9,0.0,982.9,190,5.2,148,0.1
2021-01-29T22:00:00Z,2021-01-29T21:00:00Z,PT60M,11.5,42,4.6,9.6,0,0,0,0,17.0,88.0,0.0,982.6,194,4.7,158,0.1
2021-01-29T23:00:00Z,2021-01-29T22:00:00Z,PT60M,11.4,1,33.9,9.3,0,0,0,0,17.4,87.0,0.0,982.1,196,4.0,162,0.1
2021-01-30T00:00:00Z,2021-01-29T23:00:00Z,PT60M,11.7,-40,66.3,9.7,0,0,0,0,17.7,87.3,0.0,981.2,193,4.1,158,0.1
2021-01-30T01:00:00Z,2021-01-30T00:00:00Z,PT60M,12.2,-64,73.0,10.2,0,0,0,0,17.9,87.6,0.0,980.2,192,4.7,149,0.1
2021-01-30T02:00:00Z,2021-01-30T01:00:00Z,PT60M,12.4,-78,74.3,10.3,0,0,0,0,18.0,86.9,0.0,979.4,192,5.3,137,0.1
2021-01-30T03:00:00Z,2021-01-30T02:00:00Z,PT60M,12.4,-88,93.3,10.2,0,0,0,0,17.2,86.4,0.0,978.7,194,6.0,125,0.1
2021-01-30T04:00:00Z,2021-01-30T03:00:00Z,PT60M,12.6,-97,97.0,10.4,0,0,0,0,16.5,86.2,0.0,978.0,199,6.1,113,0.1
2021-01-30T05:00:00Z,2021-01-30T04:00:00Z,PT60M,12.9,-105,96.8,10.5,0,0,0,0,17.9,85.5,0.0,977.5,201,5.6,101,0.1
2021-01-30T06:00:00Z,2021-01-30T05:00:00Z,PT60M,13.3,-113,92.4,11.0,2,0,0,2,20.6,86.2,0.0,977.2,194,5.7,89,0.1
2021-01-30T07:00:00Z,2021-01-30T06:00:00Z,PT60M,14.1,-122,53.4,11.9,75,0,0,75,22.1,86.7,0.0,977.1,193,6.3,78,0.1
