PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-06-01T18:00:00Z,2021-06-01T17:00:00Z,PT60M,17.5,62,0.0,10.7,5,24,2,7,11.7,64.2,0.0,984.4,309,3.6,91,0.09
2021-06-01T19:00:00Z,2021-06-01T18:00:00Z,PT60M,16.6,52,0.0,10.5,0,0,0,0,11.4,67.4,0.0,984.9,301,3.1,102,0.09
2021-06-01T20:00:00Z,2021-06-01T19:00:00Z,PT60M,16.2,41,0.0,10.2,0,0,0,0,10.7,67.5,0.0,985.4,292,2.8,110,0.09
2021-06-01T21:00:00Z,2021-06-01T20:00:00Z,PT60M,15.9,28,0.0,9.8,0,0,0,0,10.0,67.0,0.0,985.5,279,2.3,117,0.09
2021-06-01T22:00:00Z,2021-06-01T21:00:00Z,PT60M,15.7,13,0.0,9.1,0,0,0,0,9.2,64.9,0.0,985.3,258,1.7,122,0.09
2021-06-01T23:00:00Z,2021-06-01T22:00:00Z,PT60M,15.6,-4,28.1,8.0,0,0,0,0,8.4,60.3,0.0,985.0,242,1.6,122,0.09
2021-06-02T00:00:00Z,2021-06-01T23:00:00Z,PT60M,15.5,-20,0.3,6.4,0,0,0,0,8.3,54.5,0.0,984.8,247,2.1,120,0.09
2021-06-02T01:00:00Z,2021-06-02T00:00:00Z,PT60M,15.5,-34,7.1,5.2,0,0,0,0,9.6,50.3,0.0,984.7,251,2.8,114,0.09
2021-06-02T02:00:00Z,2021-06-02T01:00:00Z,PT60M,15.5,-46,0.0,5.4,0,0,0,0,11.9,51.1,0.0,984.8,257,2.9,107,0.09
2021-06-02T03:00:00Z,2021-06-02T02:00:00Z,PT60M,15.4,-57,0.0,7.0,0,0,0,0,13.7,57.0,0.0,985.2,270,2.8,97,0.09
2021-06-02T04:00:00Z,2021-06-02T03:00:00Z,PT60M,15.8,-65,22.8,8.8,23,3,0,23,14.8,63.0,0.0,985.6,285,2.4,86,0.09
2021-06-02T05:00:00Z,2021-06-02T04:00:00Z,PT60M,17.1,-74,18.0,10.6,104,195,64,168,15.6,65.5,0.0,986.2,319,2.2,75,0.09
2021-06-02T06:00:00Z,2021-06-02T05:00:00Z,PT60M,18.3,-81,0.0,12.0,107,635,291,398,16.3,66.6,0.0,986.9,352,3.1,63,0.09
2021-06-02T07:00:00Z,2021-06-02T06:00:00Z,PT60M,19.0,-89,0.0,12.7,127,740,468,595,16.9,67.1,0.0,987.7,6,3.9,51,0.09
2021-06-02T08:00:00Z,2021-06-02T07:00:00Z,PT60M,19.6,-99,1.1,12.8,159,768,597,756,17.1,64.9,0.0,988.4,15,4.3,39,0.09
2021-06-02T09:00:00Z,2021-06-02T08:00:00Z,PT60M,20.1,-113,8.9,12.4,301,576,514,815,16.9,61.1,0.0,988.8,21,4.7,27,0.09
2021-06-02T10:00:00Z,2021-06-02T09:00:00Z,PT60M,20.5,-141,6.6,11.8,265,676,646,911,16.7,57.5,0.0,988.9,24,5.0,17,0.09
2021-06-02T11:00:00Z,2021-06-02T10:00:00Z,PT60M,20.7,168,17.6,11.2,445,387,375,820,16.7,54.5,0.0,988.9,26,4.9,14,0.09
2021-06-02T12:00:00Z,2021-06-02T11:00:00Z,PT60M,20.6,126,15.9,10.5,404,423,396,800,17.1,52.3,0.0,988.9,27,4.5,21,0.09
2021-06-02T13:00:00Z,2021-06-02T12:00:00Z,PT60M,20.5,106,14.1,10.1,349,447,371,720,17.5,51.3,0.0,989.1,21,4.2,32,0.09
2021-06-02T14:00:00Z,2021-06-02T13:00:00Z,PT60M,20.2,94,3.2,9.9,182,683,488,670,17.5,51.6,0.0,989.2,14,4.0,44,0.09
2021-06-02T15:00:00Z,2021-06-02T14:00:00Z,PT60M,19.8,86,0.0,9.8,119,702,391,510,17.0,52.5,0.0,989.0,14,3.8,56,0.09
2021-06-02T16:00:00Z,2021-06-02T15:00:00Z,PT60M,19.2,78,0.6,9.7,94,574,214,308,16.3,54.2,0.0,988.9,12,3.3,68,0.09
2021-06-02T17:00:00Z,2021-06-02T16:00:00Z,PT60M,18.4,70,0.0,9.9,50,362,69,119,15.7,57.6,0.0,989.1,6,2.7,80,0.09
2021-06-02T18:00:00Z,2021-06-02T17:00:00Z,PT60M,17.2,62,1.3,9.8,5,24,2,7,15.2,61.6,0.0,989.3,7,1.6,91,0.09
2021-06-02T19:00:00Z,2021-06-02T18:00:00Z,PT60M,16.3,52,0.0,9.5,0,0,0,0,14.0,63.9,0.0,989.5,354,0.6,101,0.09
2021-06-02T20:00:00Z,2021-06-02T19:00:00Z,PT60M,16.1,41,1.7,9.4,0,0,0,0,13.0,64.8,0.0,989.8,298,0.7,110,0.09
2021-06-02T21:00:00Z,2021-06-02T20:00:00Z,PT60M,15.9,28,0.0,9.4,0,0,0,0,12.9,65.5,0.0,990.0,294,1.1,117,0.09
2021-06-02T22:00:00Z,2021-06-02T21:00:00Z,PT60M,15.6,13,0.0,9.3,0,0,0,0,13.4,66.1,0.0,990.0,302,1.2,121,0.09
2021-06-02T23:00:00Z,2021-06-02T22:00:00Z,PT60M,15.3,-4,0.0,9.0,0,0,0,0,14.0,66.2,0.0,989.8,297,1.2,122,0.09
2021-06-03T00:00:00Z,2021-06-02T23:00:00Z,PT60M,15.1,-20,0.0,8.6,0,0,0,0,14.4,65.0,0.0,989.5,291,1.3,120,0.09
2021-06-03T01:00:00Z,2021-06-03T00:00:00Z,PT60M,15.0,-34,0.2,8.2,0,0,0,0,14.7,63.6,0.0,989.3,291,1.3,114,0.09
2021-06-03T02:00:00Z,2021-06-03T01:00:00Z,PT60M,15.0,-46,0.4,8.1,0,0,0,0,14.9,63.6,0.0,989.1,290,1.3,106,0.09
2021-06-03T03:00:00Z,2021-06-03T02:00:00Z,PT60M,14.9,-56,0.0,8.2,0,0,0,0,15.3,64.4,0.0,989.0,288,1.2,97,0.09
2021-06-03T04:00:00Z,2021-06-03T03:00:00Z,PT60M,15.4,-65,19.1,8.5,27,5,0,27,16.1,63.4,0.0,989.2,296,1.2,86,0.09
2021-06-03T05:00:00Z,2021-06-03T04:00:00Z,PT60M,16.7,-73,14.6,8.9,99,257,81,180,17.0,59.7,0.0,989.6,316,1.4,75,0.09
2021-06-03T06:00:00Z,2021-06-03T05:00:00Z,PT60M,18.3,-81,0.0,9.2,93,684,313,406,17.7,55.3,0.0,990.1,340,2.1,63,0.09
2021-06-03T07:00:00Z,2021-06-03T06:00:00Z,PT60M,19.4,-89,0.0,9.2,109,781,495,604,18.1,51.6,0.0,990.5,352,2.9,51,0.09
2021-06-03T08:00:00Z,2021-06-03T07:00:00Z,PT60M,20.2,-99,0.0,9.2,120,837,654,775,18.1,49.2,0.0,990.8,354,3.4,39,0.09
2021-06-03T09:00:00Z,2021-06-03T08:00:00Z,PT60M,20.7,-113,0.0,9.3,127,871,777,904,18.0,47.9,0.0,991.0,357,3.8,27,0.09
2021-06-03T10:00:00Z,2021-06-03T09:00:00Z,PT60M,21.0,-141,0.0,9.4,126,896,856,983,18.0,47.5,0.0,991.0,0,4.1,17,0.09
2021-06-03T11:00:00Z,2021-06-03T10:00:00Z,PT60M,21.3,168,0.0,9.6,127,900,873,999,18.3,47.3,0.0,990.8,1,4.4,14,0.09
2021-06-03T12:00:00Z,2021-06-03T11:00:00Z,PT60M,21.4,126,0.0,9.8,124,892,832,956,18.4,47.6,0.0,990.6,2,4.6,21,0.09
2021-06-03T13:00:00Z,2021-06-03T12:00:00Z,PT60M,21.3,106,0.0,10.1,118,872,740,857,18.1,48.7,0.0,990.4,3,4.7,32,0.09
2021-06-03T14:00:00Z,2021-06-03T13:00:00Z,PT60M,21.0,94,0.0,10.4,107,838,603,710,17.4,50.6,0.0,990.2,5,4.7,44,0.09
2021-06-03T15:00:00Z,2021-06-03T14:00:00Z,PT60M,20.5,85,0.0,10.6,93,780,435,528,15.8,52.8,0.0,990.0,5,4.3,56,0.09
2021-06-03T16:00:00Z,2021-06-03T15:00:00Z,PT60M,19.9,78,0.0,10.5,74,674,252,326,13.8,54.6,0.0,990.0,1,3.5,68,0.09
2021-06-03T17:00:00Z,2021-06-03T16:00:00Z,PT60M,19.1,70,0.0,10.7,44,446,85,129,12.5,57.9,0.0,990.1,351,2.4,80,0.09
2021-06-03T18:00:00Z,2021-06-03T17:00:00Z,PT60M,17.9,61,0.0,10.6,5,37,3,8,11.7,62.5,0.0,990.3,331,1.2,91,0.09
2021-06-03T19:00:00Z,2021-06-03T18:00:00Z,PT60M,17.1,52,0.0,9.9,0,0,0,0,11.5,62.6,0.0,990.6,304,0.8,101,0.09
2021-06-03T20:00:00Z,2021-06-03T19:00:00Z,PT60M,17.0,41,0.0,8.8,0,0,0,0,11.6,58.7,0.0,990.9,302,1.1,110,0.09
2021-06-03T21:00:00Z,2021-06-03T20:00:00Z,PT60M,16.9,28,0.0,8.0,0,0,0,0,11.4,55.7,0.0,990.9,308,1.3,117,0.09
2021-06-03T22:00:00Z,2021-06-03T21:00:00Z,PT60M,16.8,13,0.0,7.7,0,0,0,0,11.0,55.1,0.0,990.5,308,1.5,121,0.09
2021-06-03T23:00:00Z,2021-06-03T22:00:00Z,PT60M,16.7,-4,0.0,7.7,0,0,0,0,10.7,55.3,0.0,990.2,291,1.6,122,0.09
2021-06-04T00:00:00Z,2021-06-03T23:00:00Z,PT60M,16.6,-20,0.0,7.4,0,0,0,0,10.6,54.5,0.0,990.0,283,1.8,120,0.09
2021-06-04T01:00:00Z,2021-06-04T00:00:00Z,PT60M,16.7,-34,0.0,7.3,0,0,0,0,11.0,53.9,0.0,989.8,299,1.9,114,0.09
2021-06-04T02:00:00Z,2021-06-04T01:00:00Z,PT60M,16.6,-46,0.0,7.5,0,0,0,0,11.8,54.9,0.0,989.6,323,2.2,106,0.09
2021-06-04T03:00:00Z,2021-06-04T02:00:00Z,PT60M,16.5,-56,0.0,8.4,0,0,0,0,12.7,58.7,0.0,989.7,333,2.6,97,0.09
2021-06-04T04:00:00Z,2021-06-04T03:00:00Z,PT60M,16.9,-65,18.7,9.5,29,8,1,29,13.6,62.0,0.0,990.2,330,2.7,86,0.09
2021-06-04T05:00:00Z,2021-06-04T04:00:00Z,PT60M,18.2,-73,18.5,10.4,117,184,57,174,14.3,60.1,0.0,990.6,330,3.0,75,0.09
2021-06-04T06:00:00Z,2021-06-04T05:00:00Z,PT60M,19.6,-81,1.1,10.6,101,668,308,409,14.7,56.0,0.0,990.9,335,3.8,63,0.09
2021-06-04T07:00:00Z,2021-06-04T06:00:00Z,PT60M,20.4,-89,0.0,10.5,115,783,496,611,14.6,53.0,0.0,991.0,336,4.7,51,0.09
2021-06-04T08:00:00Z,2021-06-04T07:00:00Z,PT60M,21.0,-99,0.0,10.4,131,833,651,782,14.3,50.8,0.0,991.2,336,5.3,39,0.09
2021-06-04T09:00:00Z,2021-06-04T08:00:00Z,PT60M,21.5,-113,0.0,10.2,142,862,768,910,14.5,48.8,0.0,991.5,335,5.6,27,0.09
2021-06-04T10:00:00Z,2021-06-04T09:00:00Z,PT60M,21.8,-140,0.0,10.2,140,887,848,987,15.2,47.8,0.0,991.7,337,5.9,17,0.09
2021-06-04T11:00:00Z,2021-06-04T10:00:00Z,PT60M,21.9,168,0.0,10.5,139,889,863,1001,16.3,48.6,0.0,991.8,339,6.3,14,0.09
2021-06-04T12:00:00Z,2021-06-04T11:00:00Z,PT60M,21.7,125,0.0,11.1,139,873,815,954,17.5,51.0,0.0,991.8,340,6.4,21,0.09
2021-06-04T13:00:00Z,2021-06-04T12:00:00Z,PT60M,21.4,106,0.0,11.6,141,832,706,847,18.3,53.5,0.0,991.7,341,6.3,32,0.09
2021-06-04T14:00:00Z,2021-06-04T13:00:00Z,PT60M,21.2,94,0.0,11.6,127,795,573,700,18.1,54.4,0.0,991.4,340,6.2,44,0.09
2021-06-04T15:00:00Z,2021-06-04T14:00:00Z,PT60M,20.8,85,0.0,11.5,107,737,412,519,17.3,55.4,0.0,991.1,338,5.9,56,0.09
2021-06-04T16:00:00Z,2021-06-04T15:00:00Z,PT60M,20.2,77,0.0,11.5,82,629,237,318,16.2,57.2,0.0,990.8,335,5.5,68,0.09
2021-06-04T17:00:00Z,2021-06-04T16:00:00Z,PT60M,19.5,70,0.0,11.7,48,400,77,125,15.1,60.8,0.0,990.8,332,4.9,80,0.09
2021-06-04T18:00:00Z,2021-06-04T17:00:00Z,PT60M,18.3,61,0.0,12.0,6,30,3,8,14.2,66.6,0.0,990.8,326,4.2,91,0.09
2021-06-04T19:00:00Z,2021-06-04T18:00:00Z,PT60M,17.5,52,0.0,11.9,0,0,0,0,13.6,69.6,0.0,991.1,321,4.0,101,0.09
2021-06-04T20:00:00Z,2021-06-04T19:00:00Z,PT60M,17.4,41,0.0,11.5,0,0,0,0,13.4,68.3,0.0,991.3,318,4.0,110,0.09
2021-06-04T21:00:00Z,2021-06-04T20:00:00Z,PT60M,17.3,28,1.7,10.9,0,0,0,0,13.0,66.0,0.0,991.3,313,3.8,117,0.09
2021-06-04T22:00:00Z,2021-06-04T21:00:00Z,PT60M,17.3,13,4.2,10.6,0,0,0,0,12.6,64.7,0.0,991.0,310,3.7,121,0.09
2021-06-04T23:00:00Z,2021-06-04T22:00:00Z,PT60M,17.2,-4,0.0,10.3,0,0,0,0,12.5,63.7,0.0,990.6,310,3.9,122,0.09
2021-06-05T00:00:00Z,2021-06-04T23:00:00Z,PT60M,17.2,-19,0.0,10.2,0,0,0,0,12.7,63.5,0.0,990.2,314,4.1,120,0.09
2021-06-05T01:00:00Z,2021-06-05T00:00:00Z,PT60M,17.1,-34,0.0,10.6,0,0,0,0,13.4,65.4,0.0,990.1,319,4.5,114,0.09
2021-06-05T02:00:00Z,2021-06-05T01:00:00Z,PT60M,17.1,-46,1.4,11.2,0,0,0,0,14.4,68.1,0.0,990.0,321,4.9,106,0.09
2021-06-05T03:00:00Z,2021-06-05T02:00:00Z,PT60M,17.1,-56,0.0,11.8,0,0,0,0,15.0,71.1,0.0,990.1,323,5.3,97,0.09
2021-06-05T04:00:00Z,2021-06-05T03:00:00Z,PT60M,17.4,-65,24.5,12.3,25,8,1,25,15.4,72.0,0.0,990.1,327,5.3,86,0.09
2021-06-05T05:00:00Z,2021-06-05T04:00:00Z,PT60M,18.5,-73,22.6,12.3,112,175,57,170,15.8,67.1,0.0,990.1,330,5.6,75,0.09
2021-06-05T06:00:00Z,2021-06-05T05:00:00Z,PT60M,19.7,-81,0.1,11.9,83,721,331,414,16.1,60.6,0.0,990.3,334,6.0,63,0.09
2021-06-05T07:00:00Z,2021-06-05T06:00:00Z,PT60M,20.4,-89,0.0,11.6,100,807,512,611,16.5,56.8,0.0,990.4,337,6.4,51,0.09
2021-06-05T08:00:00Z,2021-06-05T07:00:00Z,PT60M,20.9,-98,0.0,11.6,113,853,667,780,17.0,55.2,0.0,990.7,337,6.6,38,0.09
2021-06-05T09:00:00Z,2021-06-05T08:00:00Z,PT60M,21.3,-112,0.0,11.6,122,880,785,907,17.0,54.1,0.0,991.0,337,6.8,27,0.09
2021-06-05T10:00:00Z,2021-06-05T09:00:00Z,PT60M,21.5,-140,0.0,11.6,122,903,863,986,16.6,53.2,0.0,991.1,336,6.9,17,0.09
2021-06-05T11:00:00Z,2021-06-05T10:00:00Z,PT60M,21.7,168,0.0,11.5,123,907,880,1003,16.2,52.6,0.0,991.0,335,7.2,14,0.09
2021-06-05T12:00:00Z,2021-06-05T11:00:00Z,PT60M,21.7,125,0.0,11.0,122,897,838,960,15.6,50.6,0.0,990.8,337,7.1,21,0.09
2021-06-05T13:00:00Z,2021-06-05T12:00:00Z,PT60M,21.6,105,0.7,10.5,127,858,729,856,15.1,49.1,0.0,990.6,339,6.8,32,0.09
2021-06-05T14:00:00Z,2021-06-05T13:00:00Z,PT60M,21.3,94,0.0,10.3,106,841,607,713,15.0,49.5,0.0,990.3,340,6.7,44,0.09
2021-06-05T15:00:00Z,2021-06-05T14:00:00Z,PT60M,20.8,85,0.0,10.1,92,779,437,529,14.7,50.3,0.0,989.9,341,6.3,56,0.09
2021-06-05T16:00:00Z,2021-06-05T15:00:00Z,PT60M,20.1,77,1.1,9.9,79,641,244,324,14.0,51.7,0.0,989.7,341,5.4,68,0.09
2021-06-05T17:00:00Z,2021-06-05T16:00:00Z,PT60M,19.3,70,0.7,9.7,49,413,79,128,13.5,53.8,0.0,989.6,336,4.0,80,0.09
2021-06-05T18:00:00Z,2021-06-05T17:00:00Z,PT60M,18.3,61,0.0,9.7,6,36,3,9,13.3,57.5,0.0,989.5,323,3.1,91,0.09
2021-06-05T19:00:00Z,2021-06-05T18:00:00Z,PT60M,17.5,52,0.0,9.6,0,0,0,0,13.1,59.7,0.0,989.6,311,3.1,101,0.09
2021-06-05T20:00:00Z,2021-06-05T19:00:00Z,PT60M,17.4,41,0.0,9.3,0,0,0,0,12.5,59.0,0.0,989.6,309,3.0,110,0.09
2021-06-05T21:00:00Z,2021-06-05T20:00:00Z,PT60M,17.3,28,0.0,9.1,0,0,0,0,11.9,58.5,0.0,989.4,309,2.9,117,0.09
2021-06-05T22:00:00Z,2021-06-05T21:00:00Z,PT60M,17.3,13,0.0,9.1,0,0,0,0,11.8,58.5,0.0,989.1,307,3.0,121,0.09
2021-06-05T23:00:00Z,2021-06-05T22:00:00Z,PT60M,17.2,-4,0.0,9.0,0,0,0,0,12.2,58.4,0.0,988.8,304,3.1,122,0.09
2021-06-06T00:00:00Z,2021-06-05T23:00:00Z,PT60M,17.2,-19,0.0,8.9,0,0,0,0,12.7,58.2,0.0,988.4,303,3.2,120,0.09
2021-06-06T01:00:00Z,2021-06-06T00:00:00Z,PT60M,17.2,-34,0.0,9.2,0,0,0,0,13.4,59.2,0.0,988.0,305,3.3,114,0.09
2021-06-06T02:00:00Z,2021-06-06T01:00:00Z,PT60M,17.1,-46,0.0,9.4,0,0,0,0,14.2,60.4,0.0,987.7,307,3.1,106,0.09
2021-06-06T03:00:00Z,2021-06-06T02:00:00Z,PT60M,17.1,-56,0.0,9.6,0,0,0,0,15.0,61.4,0.0,987.6,306,2.9,97,0.09
2021-06-06T04:00:00Z,2021-06-06T03:00:00Z,PT60M,17.5,-65,21.0,9.9,27,8,1,27,15.7,61.0,0.0,987.7,305,2.8,86,0.09
2021-06-06T05:00:00Z,2021-06-06T04:00:00Z,PT60M,19.0,-73,19.6,10.0,114,185,59,172,16.2,55.8,0.0,987.9,309,3.0,75,0.09
2021-06-06T06:00:00Z,2021-06-06T05:00:00Z,PT60M,20.5,-81,0.1,9.9,92,693,318,411,16.2,50.5,0.0,988.1,318,3.6,63,0.09
2021-06-06T07:00:00Z,2021-06-06T06:00:00Z,PT60M,21.4,-89,0.0,9.9,110,788,500,610,15.8,48.1,0.0,988.2,326,4.1,51,0.09
2021-06-06T08:00:00Z,2021-06-06T07:00:00Z,PT60M,22.0,-98,0.0,10.1,121,844,660,781,15.6,46.6,0.0,988.2,333,4.4,38,0.09
2021-06-06T09:00:00Z,2021-06-06T08:00:00Z,PT60M,22.5,-112,0.0,10.2,128,877,782,911,15.5,45.7,0.0,988.4,337,4.6,27,0.09
2021-06-06T10:00:00Z,2021-06-06T09:00:00Z,PT60M,22.9,-140,0.0,10.4,130,896,858,988,15.4,45.2,0.0,988.5,339,4.7,17,0.09
2021-06-06T11:00:00Z,2021-06-06T10:00:00Z,PT60M,23.1,168,0.0,10.5,129,903,877,1006,15.2,44.8,0.0,988.2,342,4.7,14,0.09
2021-06-06T12:00:00Z,2021-06-06T11:00:00Z,PT60M,23.3,125,0.4,10.5,134,884,827,961,14.9,44.4,0.0,987.9,343,4.6,21,0.09
2021-06-06T13:00:00Z,2021-06-06T12:00:00Z,PT60M,23.3,105,0.8,10.4,140,842,716,856,14.6,44.2,0.0,987.7,343,4.4,32,0.09
2021-06-06T14:00:00Z,2021-06-06T13:00:00Z,PT60M,23.1,94,4.3,10.4,178,698,504,682,14.5,44.6,0.0,987.5,343,4.1,44,0.09
2021-06-06T15:00:00Z,2021-06-06T14:00:00Z,PT60M,22.9,85,12.6,10.4,202,452,265,467,14.5,45.3,0.0,987.3,341,3.6,56,0.09
2021-06-06T16:00:00Z,2021-06-06T15:00:00Z,PT60M,22.4,77,17.1,10.6,159,284,111,270,15.0,47.1,0.0,987.2,339,2.9,68,0.09
2021-06-06T17:00:00Z,2021-06-06T16:00:00Z,PT60M,21.4,70,12.9,11.0,68,224,44,112,15.8,51.5,0.0,987.2,338,1.7,80,0.09
2021-06-06T18:00:00Z,2021-06-06T17:00:00Z,PT60M,20.2,61,26.7,10.9,6,2,0,6,16.3,55.0,0.0,987.1,312,0.9,91,0.09
2021-06-06T19:00:00Z,2021-06-06T18:00:00Z,PT60M,19.6,52,0.2,10.2,0,0,0,0,16.3,54.9,0.0,987.3,285,1.3,101,0.09
2021-06-06T20:00:00Z,2021-06-06T19:00:00Z,PT60M,19.3,41,0.0,10.1,0,0,0,0,16.7,55.2,0.0,987.5,282,1.7,110,0.09
2021-06-06T21:00:00Z,2021-06-06T20:00:00Z,PT60M,19.1,28,14.3,10.0,0,0,0,0,17.3,55.8,0.0,987.5,275,1.6,117,0.09
2021-06-06T22:00:00Z,2021-06-06T21:00:00Z,PT60M,19.0,13,0.2,9.7,0,0,0,0,18.1,54.8,0.0,987.2,254,1.2,121,0.09
2021-06-06T23:00:00Z,2021-06-06T22:00:00Z,PT60M,19.1,-3,16.6,9.2,0,0,0,0,18.7,52.6,0.0,986.7,228,1.2,122,0.09
2021-06-07T00:00:00Z,2021-06-06T23:00:00Z,PT60M,19.3,-19,27.2,8.9,0,0,0,0,19.2,50.8,0.0,986.3,218,1.5,119,0.09
2021-06-07T01:00:00Z,2021-06-07T00:00:00Z,PT60M,19.6,-34,50.5,8.7,0,0,0,0,19.5,49.5,0.0,985.9,208,1.7,114,0.09
2021-06-07T02:00:00Z,2021-06-07T01:00:00Z,PT60M,19.6,-46,78.6,8.6,0,0,0,0,19.7,49.0,0.0,985.7,201,1.9,106,0.09
2021-06-07T03:00:00Z,2021-06-07T02:00:00Z,PT60M,19.7,-56,34.5,8.5,0,0,0,0,20.1,48.5,0.0,985.7,206,1.9,97,0.09
2021-06-07T04:00:00Z,2021-06-07T03:00:00Z,PT60M,20.3,-65,35.3,8.7,16,3,0,16,20.4,47.3,0.0,985.8,215,1.6,86,0.09
2021-06-07T05:00:00Z,2021-06-07T04:00:00Z,PT60M,21.9,-73,45.3,9.0,94,54,18,111,19.9,43.8,0.0,986.0,243,0.9,75,0.09
2021-06-07T06:00:00Z,2021-06-07T05:00:00Z,PT60M,23.6,-80,15.5,9.1,152,390,194,346,19.5,39.8,0.0,986.2,322,1.0,63,0.09
2021-06-07T07:00:00Z,2021-06-07T06:00:00Z,PT60M,24.5,-88,0.0,9.3,127,739,469,596,19.5,38.3,0.0,986.4,339,2.0,51,0.09
2021-06-07T08:00:00Z,2021-06-07T07:00:00Z,PT60M,25.2,-98,0.0,9.8,140,800,626,766,19.6,37.9,0.0,986.6,340,2.5,38,0.09
2021-06-07T09:00:00Z,2021-06-07T08:00:00Z,PT60M,25.6,-112,0.0,10.5,153,827,738,891,20.0,38.7,0.0,986.9,342,2.8,27,0.09
2021-06-07T10:00:00Z,2021-06-07T09:00:00Z,PT60M,25.6,-139,0.0,11.5,167,831,795,962,20.7,41.4,0.0,987.1,342,3.2,17,0.09
2021-06-07T11:00:00Z,2021-06-07T10:00:00Z,PT60M,25.3,168,0.0,12.6,182,815,792,974,21.4,45.2,0.0,987.2,343,3.4,14,0.09
2021-06-07T12:00:00Z,2021-06-07T11:00:00Z,PT60M,25.0,125,0.0,13.4,187,790,740,927,22.3,48.4,0.0,987.3,342,3.4,20,0.09
2021-06-07T13:00:00Z,2021-06-07T12:00:00Z,PT60M,24.8,105,1.2,13.7,192,737,628,819,23.0,50.2,0.0,987.1,339,3.0,32,0.09
2021-06-07T14:00:00Z,2021-06-07T13:00:00Z,PT60M,24.6,94,0.3,13.7,155,728,527,682,23.5,50.6,0.0,986.8,335,2.7,44,0.09
2021-06-07T15:00:00Z,2021-06-07T14:00:00Z,PT60M,24.4,85,1.0,13.5,140,633,357,497,24.0,50.6,0.0,986.3,333,2.2,56,0.09
2021-06-07T16:00:00Z,2021-06-07T15:00:00Z,PT60M,24.0,77,4.1,13.1,117,443,176,293,24.5,50.4,0.0,985.9,326,1.5,68,0.09
2021-06-07T17:00:00Z,2021-06-07T16:00:00Z,PT60M,23.2,70,13.2,13.1,80,96,18,98,25.1,53.1,0.0,985.8,308,1.7,80,0.09
2021-06-07T18:00:00Z,2021-06-07T17:00:00Z,PT60M,21.7,61,31.2,13.3,6,1,0,6,24.6,58.8,0.0,986.0,298,1.9,91,0.09
2021-06-07T19:00:00Z,2021-06-07T18:00:00Z,PT60M,21.0,52,0.2,12.8,0,0,0,0,23.3,59.4,0.0,986.4,272,1.4,101,0.09
2021-06-07T20:00:00Z,2021-06-07T19:00:00Z,PT60M,21.3,41,0.0,12.0,0,0,0,0,22.7,55.7,0.0,986.7,253,1.1,110,0.09
2021-06-07T21:00:00Z,2021-06-07T20:00:00Z,PT60M,21.3,28,0.0,11.4,0,0,0,0,22.0,53.2,0.0,986.9,272,1.0,117,0.09
2021-06-07T22:00:00Z,2021-06-07T21:00:00Z,PT60M,21.3,13,0.0,10.9,0,0,0,0,21.5,51.5,0.0,986.6,234,0.8,121,0.09
2021-06-07T23:00:00Z,2021-06-07T22:00:00Z,PT60M,21.4,-3,0.0,10.3,0,0,0,0,21.9,49.2,0.0,986.0,191,1.3,122,0.09
2021-06-08T00:00:00Z,2021-06-07T23:00:00Z,PT60M,21.7,-19,0.0,9.9,0,0,0,0,22.6,47.1,0.0,985.4,186,1.6,119,0.09
2021-06-08T01:00:00Z,2021-06-08T00:00:00Z,PT60M,21.8,-33,56.0,9.8,0,0,0,0,23.3,46.3,0.0,984.8,201,1.0,114,0.09
2021-06-08T02:00:00Z,2021-06-08T01:00:00Z,PT60M,21.7,-46,16.7,9.6,0,0,0,0,24.0,46.3,0.0,984.5,266,0.8,106,0.09
2021-06-08T03:00:00Z,2021-06-08T02:00:00Z,PT60M,21.3,-56,2.4,9.5,0,0,0,0,24.8,46.9,0.0,984.5,242,0.8,97,0.09
2021-06-08T04:00:00Z,2021-06-08T03:00:00Z,PT60M,21.8,-65,53.2,9.6,13,0,0,13,25.1,46.1,0.0,984.3,195,1.6,86,0.09
2021-06-08T05:00:00Z,2021-06-08T04:00:00Z,PT60M,23.4,-73,48.1,10.0,95,0,0,95,24.2,42.8,0.0,984.2,183,1.9,75,0.09
2021-06-08T06:00:00Z,2021-06-08T05:00:00Z,PT60M,25.1,-80,14.2,10.2,208,231,116,323,23.0,39.1,0.0,984.4,185,1.1,63,0.09
2021-06-08T07:00:00Z,2021-06-08T06:00:00Z,PT60M,26.1,-88,0.4,10.4,166,633,403,570,22.7,37.2,0.0,984.6,212,0.7,51,0.09
2021-06-08T08:00:00Z,2021-06-08T07:00:00Z,PT60M,26.6,-98,0.0,10.6,168,738,578,746,22.5,36.7,0.0,984.4,243,0.7,38,0.09
2021-06-08T09:00:00Z,2021-06-08T08:00:00Z,PT60M,26.8,-112,0.0,10.8,174,788,703,876,22.1,36.8,0.0,984.3,299,0.9,27,0.09
2021-06-08T10:00:00Z,2021-06-08T09:00:00Z,PT60M,26.6,-139,0.0,11.2,199,780,747,945,21.9,38.2,0.0,984.3,320,1.4,17,0.09
2021-06-08T11:00:00Z,2021-06-08T10:00:00Z,PT60M,26.4,168,0.0,11.4,194,793,771,965,21.7,39.2,0.0,984.1,321,1.9,13,0.09
